porti|携带
电极|elektrodo
电解|elektrolizi
电解质|elektrolito
电缆|kablo
电力|elektra povo
电疗|elektroterapio
电铃|elektra sonorilo
电流|kurento
电流计|galvanometro
电炉|elektraforno
电路|cirkvito
电码|telegrfa kodo
电门|shaltilo
电能|elektra energio
电气仪表|elektra mezurilo
电容|elektra kapacito
电容器|kondensatoro\nkondensilo
电扇|elektra ventumilo
电视|televizio
电视广播|televida elsendo
电视机|televidilo
电死|elektroekzekuti
电台|sendostacio\nradiostacio
电梯|lift\neskalatoro
电筒|poshlampo
电位|potencialo
电线|elektra drato
电信|telekomuniko
电压|tensio
电压表|voltmetro
电椅|elektra segho
电影|filmo
电影放映机|projekciatoro\nkinematografo
电影明星|stelo\nstelulino\nkinostelo
电影摄影机|kamerao
电影演员|filmaktoro
电影院|kinejo
电子|elektrono
电子工业|elektrona industrio
电子管|elektrona tubo
电子计算机|elektronika kalkulmashino\nkomputero
电子望远镜|elektrona teleskopo
电子显微镜|elektrona mikroskopo
电子仪器|elektrona instrumento
电阻|rezistanco
电钻|elektra drilo
佃户|farmanto\nfarmisto\nfarmulo
佃农|farmanto\nfarmilo
店|butiko\nvendejo
店员|komizo\nvendisto
惦念|maltrankvilighi pri\nzorgi pri
奠基|fundamenti\nmeti fundamenton
奠基人|fondinto\niniciatinto
奠酒|oferveshi vinon
淀粉|fekulo\namelo
殿|halo
殿军|ariero
殿下|Lia (Via) Princa Moshto
雕刻|skulpti\ngravuri\nchizi
雕刻家|gravuristo\nskulptisto
雕塑|skulpti
雕像|statuo
凋谢|velki
掉换|shanghi
掉色|perdi koloron
吊车|argano\nlevmashino\ngruo
吊床|hamako\npendlito
吊环|ringoj\npendumi\npendigi
吊桥|baskulponto\nlevponto\npendoponto
吊丧|kondolenci
吊销|nuligi
吊唁|kondolenci
钓|hoki
钓竿|fishstango
钓钩|fishhoko
钓鱼|fishhoki
调查|enketi\nesplori
调动|mobilizi\nmovi\ntransigi\ntranspostenigi
调度|ekspedi\nadministri
调羹|kulero
调和|harmoniigi\npacigi\nakordigi
调换|shanghi
调节器|regulilo
调解|interpacigi
调料|kondimento\nspico
调令|transiga ordono
调频|frekvenca modulo
调情|flirti
调色|miksi kolorojn
调唆|inciti\nsubinstigi
调味|gustigi\nspici
调味品|spico\nspicajho
调音|agordi
调整|alghustigi\nkunordigi\nreordigi\nreguligi
调子|tono
跌倒|fali
跌价|prez-malaltighi\nprezfali
碟|telero
蝶泳|papilinagho
丁香|siringo\nlilako
盯|fiksi rigardon sur\nfikse rigardi
叮当|tinti
叮嘱|averti\nadmoni
钉子|nailo
顶|verto\nsupro\npinto\nkulmino
顶点|kulmino
顶风|alvente\nkontrawvente
顶替|anstatawi\nanstatawigi
顶针|fingringo
锭子|spindelo
定额|normo
定购|mendi
定冠词|difina artikolo
定价|fiksita prezo
定理|teoremo
定量|porclo\nfiksi kvanton
定律|legho
定命论|determinismo
定期|fiksdate\nperiode\nregule
定义|difino
定影|fiksi
定于|statoro
定语|epiteto
定罪|kondamni
定做|mendi
订单|abonilo\nmendilo
订费|abonpago
订户|abonanto
订婚|fian(in)ighi
订正|korekti
丢掉|perdi\nforjheti
丢脸|malhonorighi
丢弃|forjheti
丢失|perdi
东道主|gastiganto
东方|oriento
东方学|orientalismo
东经|oriento longitudo
东西|objekto\najho
冬不拉|dombro
冬季|vintro
冬眠|vintra dormado
冬天|vintro
冬至|Vintra Solstico
懂|kompreni
懂得|kompreni
懂事|inteligenta\nprudenta
动产|movebla proprietajho
动词|verbo
动工|ekkonstrui\nkomenci konstruadon
动机|motivo
动力学|dinamiko
动力资源|energia fonto
动乱|tumulto\nhaoso
动脉|arterio
动脉硬化|arteriosklerozo
动脑筋|cerbumi
动人|kortusha
动身|ekiri\nekveturi
动手术|operacii
动武|uzi forton
动物|besto\nanimalo
动物园|zoologia ghardeno\nzoo
动摇|shanceli
动议|propono
动员|mobilizi
动作|movo
冻冰|frostighi\nglaciighi
冻疮|frostoshvelo\npernio
冻僵|rigidighi de frosto
冻结工资|blokado de salajroj\nfrostigo de salajroj
洞|truo
洞察|klare vidi\ntravidi
洞房|geedzigha (nupta) chambro
洞穴|kaverno
兜揽|oferti
斗蓬|mantelo
斗争|batali
斗志|batalvolo
陡峭|kruta
豆腐|towfuo\ntohuo\nfabkazeo
豆荚|gusho\nlegumeno
豆浆|sojfaba lakto
豆科植物|legumenacoj
豆油|sojfaba oleo
逗号|komo
逗留|resti\nhalti
逗趣|amuzi\nsherce inciti
逗笑|amuzi\nridigi
痘苗|vakcino
毒|veneno
毒草|herbacho
毒瘤|maligna tumoro\nkancero
毒气|gaso\nvenena gaso
毒素|toksino
毒物|veneno\ntokso
毒药|veneno\ntokso
独霸|monopoligi
独白|monologo
独裁|despotismo\nawtokratismo\nawtokrateco\ndiktatoreco
独裁者|diktatoro
独裁政治|despotismo
独唱|solo
独创|originala\nkreiva
独断|arbire
独角戏|monologo
独立|sendependeco
独轮车|charumo
独身|fraeleco\nfrawlineco
独特|aparta\noriginala
独舞|soldanco
独占|monopoligi
独奏|solo
读书|legi\nlerni
读物|legajho
读音|prononco
读者|leganto
堵塞|shtopi
赌|hazardludo
赌钱|hazardludo
杜|kolono
杜鹃|kukolo
杜鹃花|rododendro
杜绝|haltigi\nchesigi
镀钢|shtalizi
镀金|ori
肚带|zonego
肚子|ventro\nabdomeno
度|grado
度过|pasigi
度假|pasigi liberan termpon\npasigi feriojn
渡槽|akvedukto
渡船|pramo
渡口|pranlejo
妒忌|jhaluzi
端午节|la Drakboata Festo
端详|pririgardi\nesplorrigardi
短波|kurta ondo
短处|manko\nmalforta punkto\nkulpo
短工|tagdungito
短裤|kuloto\npantaloneto
短路|kurta cirkvito
短篇小说|novelo
短评|mallonga komentario
锻工|forghisto
锻合|kunforghi
锻接|alfoghi
锻炼|hardi
断层|fawlto
断定|konkludi
断奶|demamigi
断送|pereigi
断头台|gilotino\neshafodo
断言|aserti
缎子|atlaso
堆|amaso\nmaso
堆积|amasigi
堆栈|magazeno\nstaplejo
队|brigado\nteam\ntachmento\ntrupo
队伍|trupo\narmeo
对比|kontrasto
对不起|pardonon
对策|kontrawrimedo
对称|simetrio
对答|respondi
对待|trakti
对方|la alia flanko
对付|batali kontraw\nagi kontraw
对话|dialogo
对抗|antagonismo\nkontrawstaro
对立|kontrawstari
对联|versparo
对牛弹琴|ludi liuton al bovo
对手|antagonisto\nrivalo
对外贸易|ekstera komerco
对外倾销|dumpingo
对虾|salikoko
对象|objekto\namat(in)o
对眼|strabi
对照|kontrasti\nkompari
对证|konfirmi
对准|celi
吨|tuno
吨位|tonelaro
蹲|kalkansidi\nkawri
敦促|urghi
囤积居奇|akapari
钝|jugo
钝角|obtuza
盾|shildo
哆嗦|tremi
多边形|poligono
多才多艺|multtalenta
多产|naskerna\nfekunda\nfruktodona\nproduktema
多发病|ripetema malsano
多角形|poligono
多亏|dank’al\nshuldi
多色|bunta\nmultkolora
多少|kiom
多神教|politeismo\npaganismo
多数|plimulto
多疑|skeptika\nsuspektema
多余|superflua
多元论|pluralismo
夺|preni\nkapti
夺目|blindiga
夺取|kapti
躲避|eviti\nkashi
舵|rudro
舵手|stiristo\nrudristo
惰性|inercio
堕落|degeneri
堕胎|abortigi
鹅|ansero
额|frunto
额外|ekstra
讹诈|chantaghi
恶霸|loka tirano
恶臭|haladzo
恶毒|malica
恶棍|kanajlo
恶化|malbonighi
恶劣|malbona
恶梦|terura songho\ninkubsongho\nkoshmaro
恶魔|diablo\ndemono
恶人|malbonulo
恶心|nawzo
恶意|malica
恶运|fatalajho\nmalfelicho
扼杀|strangoli
扼要|koncize
恩典|graco\nfavoro
恩惠|favoro
儿歌|infana kanto
儿科|pediatrio
儿童|infano
儿媳|bofilino
儿子|filo
耳鼻喉科|otorinolaringologio
耳朵|orelo
耳垢|cerumeno\norelvakso
耳光|vangofrapo
耳环|orelringo
耳轮|helikso
耳蜗|labirinto
耳炎|otito
耳语|flustri\nmurmuri
尔虞我诈|trompi unu la alian
二|du
二元论|dualismo
二月|februaro
二重唱|dueto
二重奏|dueto
发报机|telegrafo
发表|publikigi\naperigi
发财|richighi
发愁|chagrenighi
发呆|gapi
发电机|generatoro
发抖|tremi
发还|redoni
发慌|maltrankvilighi
发挥|disvolvi
发酵|fermenti
发觉|rimarki
发狂|frenezighi
发牢骚|grumbli\nplendi
发亮|lumi\nlumighi
发令|dekreti\nordoni\ninstrukcii
发霉|shimi
发明|inventi\nelpensi
发明权|patento por inventinto
发怒|koleri
发票|fakturo
发起|iniciati
发情|seksardo
发热|varmighi
发烧|febro
发射|pafi
发生|okazi
发誓|jhuri
发送|ekspedi\nsendi
发条|risorto
发现|trovi\nrimarki
发泄|elvershi\nesprimi
发型|hararangho
发行|distribui\nemisii
发芽|ghermi
发炎|inflami
发扬|disvolvi
发痒|juki
发音|prononci\nelparoli
发怨言|plendi\ngrumbli
发展|evolui\ndisvolvigi\nprogresi
发展中国家|disvolvighanta lando
发针|harpinglo
发鬃|hartubero
发作|paroksismo
罚款|monpuno
筏子|floso
阀门|valvo
法案|projekto de legho
法宝|magia armilo
法典|kodo
法定|oficiala\nlawlega
法官|jughisto
法规|kodo
法令|dekreto\nedikto
法律|legho
法律学|juro
法庭|tribunalo
法西斯主义|fashismo
法院|jughejo
法则|regulo\nlegho
法制|legha sistemo
法治|regado law legho
珐琅|emajlo
帆|velo
番茄|tomato
番薯|batato
翻案|renversi verdikton
翻跟头|fari transkapighon
翻滚|ruli
翻译|traduki\ninterpreti
翻阅|foliumi
繁华|prospera
繁忙|okupata
繁荣|prospero
繁殖|fekundigi
繁重|peza
凡人|ordinarulo
烦恼|chagrenighi\nafliktighi
烦扰|gheni
烦人|teda\nenuiga
烦琐哲学|skolastiko
反驳|kontrawdiri\nrefuti
反常|anormala\nnenormala
反冲|reakcio
反动|reakcio
反对|oponi\nopzicii\nkontrawstari
反复|ripetade\nfoje-refoje
反复无常|kaprici
反感|antipatio
反革命|kontrawrevoluciulo
反攻|kontrawatako
反击|kontrawataki\nrebati
反抗|rezisti\nkontrawstari\nopozicii
反面|negativa\ndorsa
反叛|ribeli
反射|reflekti
反省|introspekto
反响|ehho
反义词|antonimo
反应|reakcio
反应堆|reaktoro
反映|speguli\nreflekti
反照|reflekti
反之|alie
反祖性|atavismo
反作用|reakcio reago
反刍|remachi
范畴|kategorio
范例|ekzemplo
范围|amplekso\nkadro\nsfero
犯人|malliberulo\nkrimulo
犯罪|krimi
饭菜|manghajho
饭店|restoracio
饭盒|manghoskatolo
饭厅|manghejo\nmanghchambro
饭桌|manghtablo
泛滥|inundi\nsuperakvi
芳香|aroma
方案|projekto\nplano
方便|oportuna
方程式|ekvacio
方法|metodo
方法论|metodologio
方面|flanko
方式|maniero
方向|direkto
方向盘|stirrado
方言|dialekto
方针|politiko\nprincipo
房顶|tegmento
房基|fundamento (de konstruajho)
房间|chambro
房屋|domo
房主|domposedanto
防波堤|moleo\ngheto
防范|gardi
防腐|asepsi
防护|gardi\nprotekti
防空|aera defendo
防守|defendi\ngardi
防线|defenda linio
防疫|preventi epidemion
防御|defendi
防止|preventi
妨碍|gheni\nmalhelpi\nbari
仿佛|kvazaw
仿生学|bioniko
仿效|imiti
访问|viziti
纺|shpini
纺锤|shpindelo
纺织|shpini kaj teksi
放大|grandigi
放荡|malchasta\ndibocha
放火|ekbruligi
放假|havi ferion
放牧|pashti
放弃|rezigni\nforlasi
放哨|gardostari
放射|radii
放射科|x-radia sekcio
放射性同位素|radia izotopo
放肆|senbrida
放送|disawdigi\nbrodkasti
放行|paspermeso
放血|sang-ellaso
放映|projekcii
放置|meti
放逐|ekzili\nelpatriigi
放纵|sendisciplina
非常|eksterordinara\nnekutima\nspeciala
非法|kontrawlegha
非金属|nemetala
非难|riprochi
非人|malhumana
非洲|Afriko
飞|flugi
飞驰|galopi
飞船|aershipo
飞机|aviadilo\naeroplano\nflugmashino
飞机场|aerodromo\nflughaveno
飞舞|flirti
飞行|flugi
飞鱼|flugfisho
飞跃|impeti
肥|grasa
肥料|sterko
肥胖|korpulenta\ngrasa
肥沃|fekunda\ngrasa
肥皂|sapo
匪徒|bandito
诽谤|kalumnii
肺|pulmo
肺癌|pulma kancero
肺结核|ftizo
肺炎|pnewmonio\npnewmonito
废除|aboli
废话|sensencajho
废料|forjetita materialo
废气|eluzita gaso
废弃|forlasi
废水|eluzita akvo
废铁|ferrubo
废物|senvalorajho\nforjhetajho
废墟|ruino
废液|eluzita likvo
废渣|skorio
废纸|forjhetita papero
废黜|detronigi
沸点|bolpunkto
沸腾|boli
费解|malfacile komprenebla
费力|peniga
费心|multe da zorgoj
费用|elspezo
芬芳|aroma
吩咐|ordoni
分|minuto
分贝|decibelo
分辨|diferencigi\ndistingi
分别|disighi\ndistingi\ndiferencigi
分册|volumo\nkajero
分词|participo
分等|klasi\nklasifiki
分队|tachmento
分发|distribui\ndisdoni
分肥|dividi
分割|dividi\ndismembrigi
分工|divdi laborn
分号|punktokomo
分化|spliti\ndividi
分会|filio
分家|dividi familian havajhon
分解|malkomponi
分界|limo
分开|malkunigi\ndisigi\napartigi
分克|decigramo
分类|klasifiki
分类学|taksonomio
分离|disighi
分裂|fendi\nspliti
分米|decimetro
分泌|ekskrecii\nsekrecii
分娩|akushi
分母|denominatoro
分配|distribui
分歧|diferenco\nmalakordo
分散|disa
分散主义|disigismo
分升|decilitro
分数|poento\nfrakcio
分水岭|akvodislimo
分析|analizi
分心|distrighema
分行|filio
分赃|dividi la rabajhon (shtelajhojn)
分支|filio\nbrancho
分子|numeratoro\nmolekulo\nelemento\nmembro
纷纷|unu post alia\namase
纷乱|malorde
坟墓|tombo
焚烧|bruligj
焚香|incensi
粉笔|kreto
粉刺|akno
粉盒|pudrujo
粉红|rozkoloro
粉末|pulvoro
粉饰|shminki
粉刷|kalki
粉碎|dispecigi\nfrakasi
粉碎机|dispeciga mashino
奋斗|lukti\nbatali
奋战|batali brave
份额|porcio
愤慨|indigni
愤怒|lndigni\nkoleregi
粪|fekajho\nekskremento
丰富|abunda\nricha
丰收|richa rikolto
封地|fewdo
封建主|fewda mastro
封建主义|fewdismo
封蜡|sigel-vakso
封锁|blokadi
蜂房|abelujo
蜂蜡|abelvakso
蜂蜜酒|medo\nmielakvo
蜂王浆|abelreghina gelato
蜂拥|svarmi
锋利|akra
锋芒|klingo\nlancpinto
风|vento
风暴|uragano\nshtormo\ntempesto
风车|ventomuelilo
风度|konduto\nsinteno
风镐|pnewmatika piocho\naerpiocho
风格|stilo
风景|pejzagho
风景画|pejzagho
风琴|orgeno
风趣|humuro
风骚|koketa
风扇|elektra ventumilo
风声|famo
风湿性关节炎|rewmatisma artrito
风俗|moro
风俗画|ghenro
风速|venta rapideco
风瘫|paralizo
风头主义|sinmontremo
风味|speciala gusto\nloka gusto\nloka koloro
风险|risko
风箱|balgoblovilo
风向标|ventomontrilo
风衣|mantelo
风疹|urtikario
风钻|pnewmatika drilo
风筝|kajto
疯狗|rabia hundo
疯狂|freneza
疯子|frenezulo
逢迎|flati
缝|kudri
缝补|fliki
缝纫|stebl
缝纫机|kudromashino\nstebmashino
讽刺|ironio\nmoko
奉承|flati
奉告|informi
奉还|redoni
凤凰|fenikso
凤仙花|balzamino
佛|budho\nbudao
佛教|budhismo
佛经|budhisma sutro
否定词|negacio
否决|malaprobi\nmalakcepti
否认|nei
否则|alie
夫妇|geedzoj
夫人|sinjorino\nedzino
肤浅|suprajha
孵化|kovi
扶持|helpi\nsubteni
扶手|apogbrako\napogrelo
扶梯|shtuparo
拂晓|matena krepusko\nantaw tagigho
辐射|radil
符号|signo
符合|konforme al
伏击|embuski
伏特|volto
俘虏|militkaptito
服兵役|militservi
服从|obei
服务|servi
服务员|kelnero\nservisto
服役|militservi
服装|kostumo\nvesto
浮标|buo\nnaghobarelo\nflosponto
浮船坞|flosdoko
浮雕|reliefo
浮吊|flosgruo
浮动|flosi
浮动汇率|varia kurzo
浮萍|lemno
浮子|flosilo
福利|bonstato
抚媚|charma\naminda
抚摸|karesi
抚慰|konsoli
抚养|varti\nnutri
抚育|Begi\nntri
辅音|konsonanto
俯冲|plonghi
俯瞰|rigardi malsupren
斧头|hakilo
腐化|degeneri\nkoruptighi
腐烂|putri
腐蚀|korodi
副本|duplikato
副标题|subtitolo
副产品|kromprodukto
副词|adverbo
副官|adjutanto
副食|almanghajho
副手|helpisto\nadjunkto\nasistanto
覆盖|kovri
覆灭|detruighi\ndisfali\nperei
复本|duplikato
复辟|restawri
复仇|venghi
复活节|Pasko
复数|pluralo
复员|malmobilizi
复杂|kompleksa\nkomplika
付|pagi
付帐|pagi
父母|gepatroj
父亲|patro
腹部|abdomeno
腹膜|peritoneo
腹蛇|vipuro
腹泻|laksi
负担|shargho
负伤|vundighi
负数|negativaj nombroj
负责|respondi\nprirespondi
负债|debeto
富农|kulako\nrichkamparano
富饶|richa\nabunda\nfekunda
富翁|richulo
富有|richa bonhava
富裕|abunda\nricha\nbonhava
富裕中农|bonhava mezkamparano
讣告|nekrologo
附加|aldona\nkroma
附件|akcesorajho
附近|proksima
附录|apendico
附属|dependa
附言|postskribo
妇产科|ginekologio kaj obstetriko
妇科|ginekologio
妇联|virina federacio
妇女|virino
改编|adapti
改变|aliigi\nshanghi
改朝换代|shanghi dinastion\nshanghi reghimon
改革|reformi
改悔|penti
改嫁|reedzinighi
改进|plibonigi
改良|reformi\nplibonigi
改良主义|reformismo
改善|bonigi\nplibonigi
改弦更张|shanghi orientilon
改行|shanghi profesion(okupon)
改选|reelekti
改造|reformi\ntransformi
改正|korekti
改锥|shrawbturnilo
改组|reorganizi
概况|ghenerala situacio
概括|gheneraligi\nresumi
概念|koncepto
概算|taksa budgheto
钙|kalcio
盖|kovri
盖世太保|Gestapo
盖章|stampi
盖子|kovrilo
干|seka
干杯|tosti
干瘪|sensuka\nseka
干部|kadro\nfunkciulo
干草|fojno
干电池|seka pilo
干旱|sekegeco
干赫|kiloherco
干活|labori
干劲|energio\nentuziasmo
干净|pura
干酪|fromagho
干渠|trunka kanalo
干扰|gheni\nmaltrankviligi\nmalhelpi
干涉|interveni
干洗|sekpurigi
干燥|seka
干燥剂|sekigilo
甘草|glicirizo
甘心|volonte
甘油|glicerino
甘蔗|sukerkano
杆菌|bacilo
柑|mandarino
竿|stango
肝|hepato
肝癌|hepata kancero
肝炎|hepatito
赶快|rapidi\nhasti
赶时髦|sekvi la modon
感动|emocii\nkortushi
感恩|danka
感官|sensorgano
感光|impresi
感化|edifi
感激|danka
感觉|percepti\nsenti
感冒|malvarmumi
感情|sento\nsentimento
感染|infekti
感想|impreso
感谢|danki
感应|indukti
秆|tigo
敢|kuraghi
刚才|jhus
刚毛|harego
刚正|honesta
钢|shtalo
钢笔|fontoplumo\nplumo
钢轨|relo
钢筋混凝土|ferbetono\nshtalbetono\narmita betono
钢盔|kasko
钢琴|piano
钢珠|shtalglobeto
肛门|anuso
纲领|programo
岗楼|gardoturo
岗哨|gvatisto\ngardostaranto\nsentinelo
岗位|posteno
港口|haveno
杠杆|levilo\nlevstango
篙|pramstango
高|alta
高傲|aroganta\nfiera
高超|bonega\naltnivela
高潮|alta tajdo
高蛋白|alta proteino
高等法院|supera jughejo
高等数学|supera matematiko
高尔夫球|golofo\ngolfludo
高峰|pinto\nsupro
高跟鞋|altkalkanumaj shuoj
高贵|nobla
高级|supera\nalta\naltranga\naltnivela
高亢|lawta kaj sonora
高利贷|uzuro
高梁|sorgo
高龄|grandagha
高炉|altforno
高能物理学|altenergia fiziko
高频|altfrekvenca
高山反应|altmonta reakcio
高尚|nobla
高烧|forta febro
高射炮|kontrawaviadila kanono
高声|lawta
高速|altrapida
高兴|gaja\nghoja
高血压|hipertensio
高压|alta premo\nalta tensio
高压电线|alttensia lineo
高压政策|altprema politiko
高原|altebenajho
高院|irbastonoj\nstilzoj
高中|supera mezlernejo
膏药|plastro
羔皮|shafida felo
羔羊|shafido
糕饼|kuko
搞糟|fushi\nmalbonigi\nmalbone fari
镐|piocho
稿件|manuskripto\nkontribuajho
告别|adiawi
告发|denunci
告假|peti forpermeson
告诫|admoni
告密|denunci
告饶|peti pardonon (indulgon)
告诉|diri\ninformi\nsciigi
哥哥|pliagha frato
歌唱|kanti
歌唱家|kantisto
歌调|ario
歌剧|opero
歌剧院|operejo
歌曲|kanto
歌手|kantisto
歌颂|prikanti
歌舞|kanto kaj danco
歌谣|kanzono\nfolklora kanto\npopolkanto
鸽子|kolombo
胳膊|brako
胳膊肘|kubuto
疙瘩|tubero\nmalagrablajho
割|falchi\ntranchi
割让|cedi\nkoncesii
革命|revolucio
革命动力|movforto de la revolucio
革命委员会|revolucia komitato
革命政权|revolucia reghimo
革新|renovigi\nreformi
革职|eksigi
格|kazo
格式|formulo
格言|devizo\nmaksimo\nsentenco
格子布|kvadratita shtofo\nkradita shtofo
蛤膜|bufo
阁|pavilono
阁楼|subtegmento\nmansardo
阁下|via moshto\nvia ekscelenco
隔阂|miskompreno
隔离|izoli\napartigi
隔膜|miskompreno
隔热|varmizola
隔音|sonizola
个人|individuo
个人攻击|persona atako
个人英雄主义|individua heroismo
个人主义|individuismo\negoismo
个体|individuo
个体经济|individua ekonomio
个性|individueco\npersoneco
个子|alteco\nstaturo
各处|chie
各种各样|diversa\ndiversspeca
各自|respektiva
给|doni
给养|provizo\nprovianto
根|radiko
根本|baza\nfundamenta\nradikala
根除|elradikigi
根基|fundamento\nbazo
根据|law\nsurbaze de
根据地|bazloko
根绝|elradikigi
根深蒂固|profunde enradikighinta
根源|fonto\norigino\nradiko\nkialo\nkauzo
根子|radiko
跟随|sekvi
跟踪|spuri\nsekvi
